2.037167102098464966e-01,2.116214781999588013e-01,-2.772310934960842133e-02,-1.381885856389999390e-01,-1.104239895939826965e-01,7.185319811105728149e-02,1.977468430995941162e-01,3.260995075106620789e-02,-1.294205337762832642e-01,-1.194777805358171463e-02,-1.020311862230300903e-01,-6.169538572430610657e-02,1.497161835432052612e-01,1.873253285884857178e-01,4.133328050374984741e-02,-1.690792143344879150e-01,-8.445504121482372284e-03,6.985203921794891357e-02,-1.067560464143753052e-01,-1.272742599248886108e-01
2.361286580562591553e-01,1.354779954999685287e-02,-5.250843241810798645e-02,1.501279026269912720e-01,1.917689442634582520e-01,-2.110044807195663452e-01,-1.180885881185531616e-01,-2.189458310604095459e-01,-5.445887520909309387e-02,-7.727582706138491631e-04,-1.493263840675354004e-01,3.129678219556808472e-02,2.066889852285385132e-01,-1.631156951189041138e-01,1.232842803001403809e-01,-1.185870394110679626e-01,1.125593557953834534e-01,-3.591813147068023682e-02,1.335386037826538086e-01,1.341734975576400757e-01
-6.302604079246520996e-02,-2.009438127279281616e-01,-1.047726795077323914e-01,2.846776880323886871e-02,1.655068062245845795e-02,8.426319062709808350e-02,-2.054991126060485840e-01,1.334095746278762817e-01,-1.975036561489105225e-01,2.472943514585494995e-01,1.872083693742752075e-01,7.240150123834609985e-02,2.320928722620010376e-01,-1.491412112955003977e-04,2.338898479938507080e-01,-1.212047860026359558e-01,-1.061956360936164856e-01,-7.643959671258926392e-02,-1.209282949566841125e-01,8.850051462650299072e-02
2.696232795715332031e-01,-1.854886561632156372e-01,1.512274742126464844e-01,-2.385261058807373047e-01,-2.266378253698348999e-01,-1.474423408508300781e-01,-3.827141970396041870e-02,-2.288186363875865936e-02,-1.224105581641197205e-01,-1.939437091350555420e-01,-1.678001433610916138e-01,2.024207860231399536e-01,1.316119134426116943e-01,-2.524649724364280701e-02,1.021303143352270126e-02,1.258825957775115967e-01,2.142595825716853142e-03,-1.938385367393493652e-01,2.489061802625656128e-01,9.665711224079132080e-02
-1.331693977117538452e-01,-3.173772245645523071e-02,4.567641392350196838e-02,3.272004798054695129e-02,4.543732479214668274e-02,-2.000944167375564575e-01,-4.912699759006500244e-02,-2.405307739973068237e-01,-2.383973598480224609e-01,-1.356721818447113037e-01,1.840740740299224854e-01,5.430135503411293030e-02,1.307438760995864868e-01,1.090425625443458557e-01,-2.693653404712677002e-01,-2.665956132113933563e-02,5.787916481494903564e-02,7.782169431447982788e-02,9.273005276918411255e-02,1.719888299703598022e-01
2.273787111043930054e-01,1.485277116298675537e-01,6.062195170670747757e-03,-9.038127958774566650e-02,-6.847956776618957520e-02,1.325028389692306519e-01,-2.203232049942016602e-01,9.991462575271725655e-04,1.195020005106925964e-01,-1.114195734262466431e-01,2.156168371438980103e-01,-1.698226481676101685e-01,2.545223943889141083e-02,1.797652542591094971e-01,7.166530191898345947e-02,2.118273079395294189e-01,-7.294318079948425293e-02,1.817926764488220215e-01,-2.459604144096374512e-01,2.028829008340835571e-01
-9.739786386489868164e-02,4.099847748875617981e-03,9.669084846973419189e-02,3.824624419212341309e-02,3.863331303000450134e-02,2.054785341024398804e-01,1.386450678110122681e-01,1.538786198943853378e-02,5.167579650878906250e-02,-1.012630760669708252e-02,-9.770648181438446045e-02,1.809918284416198730e-01,-1.435351669788360596e-01,-1.653994321823120117e-01,-1.764030456542968750e-01,2.184684388339519501e-02,2.434360682964324951e-01,1.573942303657531738e-01,-4.761493299156427383e-03,8.533810824155807495e-02
2.038921713829040527e-01,-1.639611572027206421e-01,-2.093075513839721680e-01,1.229855641722679138e-01,1.241364106535911560e-01,6.495133042335510254e-02,-2.464291900396347046e-01,-4.994011297821998596e-02,7.822301983833312988e-02,1.190502792596817017e-01,2.377193123102188110e-01,-6.857024878263473511e-02,-1.733981370925903320e-01,1.176008060574531555e-01,7.208429276943206787e-02,2.412722706794738770e-01,1.935732215642929077e-01,-2.755983360111713409e-02,-8.925082162022590637e-03,1.578581519424915314e-02
-1.396452188491821289e-01,-1.128837987780570984e-01,1.463904380798339844e-01,-3.618949279189109802e-02,-3.959986940026283264e-02,1.950357258319854736e-01,-5.716370791196823120e-02,-6.202151998877525330e-02,2.141942530870437622e-01,2.115158736705780029e-01,1.626405715942382812e-01,-8.849206566810607910e-02,1.623513698577880859e-01,4.986968822777271271e-03,1.798255443572998047e-01,-1.055528372526168823e-01,-1.651984453201293945e-02,2.618116438388824463e-01,-2.879912219941616058e-02,1.143139079213142395e-01
-7.713347673416137695e-02,2.170576304197311401e-01,1.931666731834411621e-01,1.134481132030487061e-01,2.082705497741699219e-01,-6.891866028308868408e-02,-2.344480305910110474e-01,2.956699021160602570e-02,5.743121355772018433e-02,1.366353332996368408e-01,6.485816091299057007e-02,-1.574467420578002930e-01,-3.966229036450386047e-02,1.181936487555503845e-01,-1.223754063248634338e-01,6.903194636106491089e-02,-1.501684039831161499e-01,2.293465137481689453e-01,-1.399754546582698822e-02,-6.838357448577880859e-02
2.388786375522613525e-01,2.833422124385833740e-01,1.792245060205459595e-01,-6.860592216253280640e-02,-9.790317714214324951e-02,1.410845518112182617e-01,2.551454603672027588e-01,-2.130908332765102386e-02,-4.535709694027900696e-02,5.475906282663345337e-02,4.614876210689544678e-02,-1.716584116220474243e-01,9.093490988016128540e-02,-3.209258988499641418e-02,1.331416666507720947e-01,-5.133726075291633606e-02,1.921505928039550781e-01,-1.546723991632461548e-01,-9.026326984167098999e-02,-1.639668941497802734e-01
-2.350280284881591797e-01,7.344581931829452515e-02,-7.118511199951171875e-02,2.933442406356334686e-02,-9.442391246557235718e-02,1.389282941818237305e-01,2.963012270629405975e-02,-1.431528627872467041e-01,1.379886716604232788e-01,4.371361806988716125e-02,-1.389808654785156250e-01,1.978088766336441040e-01,-1.769106239080429077e-01,8.576836436986923218e-03,-1.932387948036193848e-01,-1.596847027540206909e-01,-1.252449601888656616e-01,-8.288548141717910767e-02,1.814399361610412598e-01,7.845729589462280273e-02
6.292273104190826416e-02,1.058036983013153076e-01,-1.930050104856491089e-01,5.828398466110229492e-02,3.015789017081260681e-02,-2.659648060798645020e-01,1.503267884254455566e-01,2.229264378547668457e-01,6.360102444887161255e-02,1.578743904829025269e-01,2.184055931866168976e-02,5.970261618494987488e-02,-1.782882511615753174e-01,-1.046163439750671387e-01,2.425494045019149780e-01,-2.303273677825927734e-01,2.576915323734283447e-01,-2.243253886699676514e-01,3.607979044318199158e-02,9.392715990543365479e-02
-1.805869638919830322e-01,-1.282403767108917236e-01,1.839177161455154419e-01,1.801316738128662109e-01,-1.907612383365631104e-01,1.571503132581710815e-01,-1.529688239097595215e-01,-7.314144074916839600e-02,-2.023213654756546021e-01,1.828823685646057129e-01,1.603238284587860107e-01,-1.159522756934165955e-01,-1.354058384895324707e-01,-6.850002706050872803e-02,7.840250432491302490e-02,1.873510330915451050e-01,-1.450594794005155563e-02,-3.479592502117156982e-02,4.930084943771362305e-02,-1.791213750839233398e-01
2.224492467939853668e-02,1.808241605758666992e-01,1.611973196268081665e-01,-1.018535345792770386e-02,-2.011691927909851074e-01,-1.261726021766662598e-01,2.603191137313842773e-01,-1.449992805719375610e-01,5.552619323134422302e-02,4.131940007209777832e-02,-4.780796542763710022e-02,-8.282820880413055420e-02,-1.103961542248725891e-01,1.046151965856552124e-01,-2.073712795972824097e-01,-6.394774466753005981e-02,-1.565957069396972656e-01,-8.852270245552062988e-02,-5.213907733559608459e-02,-1.043073236942291260e-01
-1.208180859684944153e-01,-7.759757339954376221e-02,-1.941821724176406860e-01,1.221124753355979919e-01,-3.672533482313156128e-02,9.970161318778991699e-02,1.991413980722427368e-01,1.422426570206880569e-02,9.686993807554244995e-02,-2.398371249437332153e-01,-3.039735928177833557e-02,2.142529189586639404e-01,-5.774414166808128357e-02,8.185905963182449341e-02,-1.583595871925354004e-01,-2.022253721952438354e-01,-6.056678295135498047e-02,2.037347108125686646e-02,-2.439427226781845093e-01,-2.575652897357940674e-01
4.103915020823478699e-02,-5.467405915260314941e-02,-5.798309668898582458e-02,-1.231884509325027466e-01,-1.107528209686279297e-01,-1.567699462175369263e-01,-2.481307461857795715e-02,1.917665004730224609e-01,-3.805416822433471680e-02,2.207455784082412720e-01,-1.468246579170227051e-01,1.283062398433685303e-01,-2.993318624794483185e-02,-1.607690304517745972e-01,6.984761450439691544e-03,-1.253289133310317993e-01,-1.960489749908447266e-01,2.000375092029571533e-01,1.769399940967559814e-01,1.359973102807998657e-01
1.007844433188438416e-01,-3.787743300199508667e-02,-2.695064842700958252e-01,1.635381579399108887e-01,2.119742780923843384e-01,1.805749088525772095e-01,2.017073035240173340e-01,-2.580899000167846680e-01,-1.061903834342956543e-01,1.331464201211929321e-01,-1.965171247720718384e-01,-2.909477800130844116e-03,1.563711911439895630e-01,-1.773962527513504028e-01,8.684791624546051025e-02,2.524195052683353424e-02,1.743988245725631714e-01,1.261094957590103149e-01,-2.263538837432861328e-01,-1.699196994304656982e-01
1.369453817605972290e-01,-1.596444100141525269e-01,-9.913981892168521881e-03,5.326882749795913696e-02,3.479955345392227173e-02,-1.562565118074417114e-01,-1.773446202278137207e-01,-5.856520682573318481e-02,-8.128372579813003540e-02,-1.959745287895202637e-01,2.348366566002368927e-02,-1.765999048948287964e-01,-1.185777634382247925e-01,1.168808341026306152e-01,2.242572903633117676e-01,-1.190627515316009521e-01,1.282008290290832520e-01,1.696688830852508545e-01,-9.537794627249240875e-03,2.404311448335647583e-01
-1.475585997104644775e-01,1.431080400943756104e-01,2.406914979219436646e-01,-1.875018775463104248e-01,-8.738545328378677368e-02,-5.722846090793609619e-02,9.460639953613281250e-02,-2.555399835109710693e-01,2.163110971450805664e-01,1.369477957487106323e-01,5.626802146434783936e-02,-1.250533312559127808e-01,-2.580466866493225098e-02,5.318478867411613464e-02,5.150561779737472534e-02,-1.265073120594024658e-01,9.345067292451858521e-02,1.216685026884078979e-01,-3.133700788021087646e-02,-5.894763767719268799e-02
-1.890473365783691406e-01,1.337641477584838867e-01,3.258538199588656425e-03,-1.393284350633621216e-01,1.054181307554244995e-01,-1.852670460939407349e-01,-2.593589723110198975e-01,9.653459489345550537e-02,-4.229566548019647598e-03,6.344866752624511719e-02,-2.622582018375396729e-01,1.040432602167129517e-02,1.705146282911300659e-01,-1.749162226915359497e-01,1.644372045993804932e-01,-6.467673182487487793e-02,-2.357910424470901489e-01,-4.031140357255935669e-02,1.788506805896759033e-01,1.226837411522865295e-01
5.576818808913230896e-02,-1.301601827144622803e-01,-2.315890491008758545e-01,-4.860923066735267639e-02,-1.697603762149810791e-01,-2.607039213180541992e-01,-6.007444858551025391e-02,-5.014023557305335999e-02,7.287330180406570435e-02,-2.172556221485137939e-01,-8.003459125757217407e-02,1.712049841880798340e-01,1.144545525312423706e-02,2.230582386255264282e-01,-1.958141624927520752e-01,-1.570295542478561401e-02,-7.253340631723403931e-02,1.920040249824523926e-01,5.934957414865493774e-02,1.493786722421646118e-01
